"시군구별","유형별","진료과목별","시점","전문의수[명]",
"논산시","500병상이상","응급의학과","2015년","1",
"논산시","500병상이상","직업환경의학과","2015년","1",
"논산시","500병상이상","예방의학과","2015년","1",
"논산시","100병상이상","내과","2015년","4",
"논산시","100병상이상","정신건강의학과","2015년","3",
"논산시","100병상이상","외과","2015년","1",
"논산시","100병상이상","정형외과","2015년","3",
"논산시","100병상이상","신경외과","2015년","2",
"논산시","100병상이상","안과","2015년","1",
"논산시","100병상이상","이비인후과","2015년","1",
"논산시","100병상이상","피부과","2015년","1",
"논산시","100병상이상","비뇨기과","2015년","1",
"논산시","100병상이상","영상의학과","2015년","2",
"논산시","100병상이상","직업환경의학과","2015년","1",
"논산시","30~99병상","외과","2015년","1",
"논산시","30~99병상","가정의학과","2015년","1",
"논산시","300병상이상","외과","2015년","2",
"논산시","300병상이상","정형외과","2015년","1",
"논산시","300병상이상","산부인과","2015년","1",
"논산시","300병상이상","가정의학과","2015년","1",
"논산시","100~299병상","내과","2015년","1",
"논산시","100~299병상","신경과","2015년","2",
"논산시","100~299병상","정신건강의학과","2015년","3",
"논산시","100~299병상","외과","2015년","4",
"논산시","100~299병상","정형외과","2015년","3",
"논산시","100~299병상","흉부외과","2015년","1",
"논산시","100~299병상","산부인과","2015년","3",
"논산시","100~299병상","소아청소년과","2015년","1",
"논산시","100~299병상","영상의학과","2015년","1",
"논산시","100~299병상","재활의학과","2015년","1",
"논산시","100~299병상","가정의학과","2015년","6",
"논산시","30~99병상","신경과","2015년","1",
"논산시","30~99병상","재활의학과","2015년","2",
"논산시","30~99병상","가정의학과","2015년","1",
"논산시","병상있음","정신건강의학과","2015년","1",
"논산시","병상있음","외과","2015년","7",
"논산시","병상있음","정형외과","2015년","5",
"논산시","병상있음","신경외과","2015년","1",
"논산시","병상있음","산부인과","2015년","4",
"논산시","병상있음","안과","2015년","3",
"논산시","병상있음","영상의학과","2015년","1",
"논산시","병상없음","내과","2015년","11",
"논산시","병상없음","신경과","2015년","1",
"논산시","병상없음","정신건강의학과","2015년","2",
"논산시","병상없음","외과","2015년","4",
"논산시","병상없음","신경외과","2015년","1",
"논산시","병상없음","흉부외과","2015년","2",
"논산시","병상없음","마취통증의학과","2015년","4",
"논산시","병상없음","산부인과","2015년","4",
"논산시","병상없음","소아청소년과","2015년","5",
"논산시","병상없음","안과","2015년","2",
"논산시","병상없음","이비인후과","2015년","4",
"논산시","병상없음","피부과","2015년","1",
"논산시","병상없음","비뇨기과","2015년","2",
"논산시","병상없음","영상의학과","2015년","2",
"논산시","병상없음","병리과","2015년","1",
"논산시","병상없음","진단검사의학과","2015년","2",
"논산시","병상없음","결핵과","2015년","1",
"논산시","병상없음","재활의학과","2015년","2",
"논산시","병상없음","가정의학과","2015년","8",
"계룡시","100병상이상","내과","2015년","1",
"계룡시","30~99병상","내과","2015년","3",
"계룡시","30~99병상","외과","2015년","1",
"계룡시","30~99병상","정형외과","2015년","3",
"계룡시","30~99병상","안과","2015년","1",
"계룡시","30~99병상","이비인후과","2015년","2",
"계룡시","30~99병상","피부과","2015년","1",
"계룡시","30~99병상","영상의학과","2015년","1",
"계룡시","병상있음","외과","2015년","1",
"계룡시","병상있음","정형외과","2015년","1",
"계룡시","병상있음","산부인과","2015년","1",
"계룡시","병상없음","내과","2015년","3",
"계룡시","병상없음","외과","2015년","1",
"계룡시","병상없음","소아청소년과","2015년","2",
"계룡시","병상없음","이비인후과","2015년","1",
"계룡시","병상없음","비뇨기과","2015년","2",
"계룡시","병상없음","가정의학과","2015년","5",
"당진시","100~299병상","내과","2015년","3",
"당진시","100~299병상","신경과","2015년","1",
"당진시","100~299병상","외과","2015년","1",
"당진시","100~299병상","정형외과","2015년","2",
"당진시","100~299병상","신경외과","2015년","1",
"당진시","100~299병상","마취통증의학과","2015년","1",
"당진시","100~299병상","소아청소년과","2015년","1",
"당진시","100~299병상","비뇨기과","2015년","1",
"당진시","100~299병상","영상의학과","2015년","2",
"당진시","100~299병상","진단검사의학과","2015년","1",
"당진시","100~299병상","응급의학과","2015년","3",
"당진시","100~299병상","직업환경의학과","2015년","1",
"당진시","30~99병상","내과","2015년","6",
"당진시","30~99병상","산부인과","2015년","1",
"당진시","30~99병상","영상의학과","2015년","2",
"당진시","100~299병상","내과","2015년","3",
"당진시","100~299병상","외과","2015년","2",
"당진시","100~299병상","정형외과","2015년","1",
"당진시","100~299병상","재활의학과","2015년","1",
"당진시","100~299병상","가정의학과","2015년","1",
"당진시","병상있음","내과","2015년","1",
"당진시","병상있음","정신건강의학과","2015년","2",
"당진시","병상있음","외과","2015년","7",
"당진시","병상있음","정형외과","2015년","2",
"당진시","병상있음","신경외과","2015년","1",
"당진시","병상있음","마취통증의학과","2015년","1",
"당진시","병상있음","산부인과","2015년","7",
"당진시","병상있음","소아청소년과","2015년","3",
"당진시","병상있음","이비인후과","2015년","1",
"당진시","병상있음","비뇨기과","2015년","3",
"당진시","병상있음","가정의학과","2015년","2",
"당진시","병상없음","내과","2015년","9",
"당진시","병상없음","신경과","2015년","1",
"당진시","병상없음","정신건강의학과","2015년","1",
"당진시","병상없음","외과","2015년","4",
"당진시","병상없음","정형외과","2015년","2",
"당진시","병상없음","신경외과","2015년","2",
"당진시","병상없음","흉부외과","2015년","1",
"당진시","병상없음","마취통증의학과","2015년","2",
"당진시","병상없음","산부인과","2015년","3",
"당진시","병상없음","소아청소년과","2015년","7",
"당진시","병상없음","안과","2015년","6",
"당진시","병상없음","이비인후과","2015년","2",
"당진시","병상없음","피부과","2015년","2",
"당진시","병상없음","비뇨기과","2015년","3",
"당진시","병상없음","재활의학과","2015년","2",
"당진시","병상없음","가정의학과","2015년","4",
"당진시","병상없음","예방의학과","2015년","1",
"금산군","30~99병상","내과","2015년","1",
"금산군","30~99병상","신경과","2015년","1",
"금산군","30~99병상","정형외과","2015년","1",
"금산군","30~99병상","흉부외과","2015년","1",
"금산군","30~99병상","영상의학과","2015년","1",
"금산군","100~299병상","외과","2015년","2",
"금산군","100~299병상","신경외과","2015년","2",
"금산군","100~299병상","산부인과","2015년","1",
"금산군","100~299병상","소아청소년과","2015년","1",
"금산군","100~299병상","이비인후과","2015년","1",
"금산군","100~299병상","가정의학과","2015년","4",
"금산군","병상있음","내과","2015년","1",
"금산군","병상있음","외과","2015년","2",
"금산군","병상있음","정형외과","2015년","1",
"금산군","병상있음","산부인과","2015년","1",
"금산군","병상있음","소아청소년과","2015년","2",
"금산군","병상있음","비뇨기과","2015년","1",
"금산군","병상있음","가정의학과","2015년","1",
"금산군","병상없음","내과","2015년","3",
"금산군","병상없음","신경과","2015년","1",
"금산군","병상없음","정신건강의학과","2015년","1",
"금산군","병상없음","외과","2015년","2",
"금산군","병상없음","흉부외과","2015년","2",
"금산군","병상없음","마취통증의학과","2015년","2",
"금산군","병상없음","산부인과","2015년","1",
"금산군","병상없음","소아청소년과","2015년","1",
"금산군","병상없음","안과","2015년","2",
"금산군","병상없음","이비인후과","2015년","1",
"금산군","병상없음","비뇨기과","2015년","1",
"금산군","병상없음","영상의학과","2015년","1",
"금산군","병상없음","재활의학과","2015년","2",
"금산군","병상없음","가정의학과","2015년","3",
"부여군","100병상이상","정신건강의학과","2015년","3",
"부여군","30~99병상","내과","2015년","3",
"부여군","30~99병상","정형외과","2015년","1",
"부여군","30~99병상","흉부외과","2015년","1",
"부여군","30~99병상","산부인과","2015년","1",
"부여군","30~99병상","소아청소년과","2015년","1",
"부여군","30~99병상","가정의학과","2015년","1",
"부여군","100~299병상","신경과","2015년","1",
"부여군","100~299병상","정신건강의학과","2015년","2",
"부여군","100~299병상","외과","2015년","1",
"부여군","100~299병상","정형외과","2015년","1",
"부여군","100~299병상","신경외과","2015년","1",
"부여군","100~299병상","산부인과","2015년","1",
"부여군","100~299병상","비뇨기과","2015년","1",
"부여군","100~299병상","가정의학과","2015년","4",
"부여군","병상있음","정신건강의학과","2015년","1",
"부여군","병상있음","정형외과","2015년","2",
"부여군","병상있음","신경외과","2015년","1",
"부여군","병상있음","영상의학과","2015년","1",
"부여군","병상있음","가정의학과","2015년","2",
"부여군","병상없음","내과","2015년","4",
"부여군","병상없음","외과","2015년","2",
"부여군","병상없음","흉부외과","2015년","2",
"부여군","병상없음","마취통증의학과","2015년","1",
"부여군","병상없음","소아청소년과","2015년","1",
"부여군","병상없음","안과","2015년","2",
"부여군","병상없음","이비인후과","2015년","1",
"부여군","병상없음","비뇨기과","2015년","1",
"부여군","병상없음","가정의학과","2015년","4",
"서천군","100병상이상","정신건강의학과","2015년","3",
"서천군","30~99병상","산부인과","2015년","1",
"서천군","30~99병상","가정의학과","2015년","3",
"서천군","100~299병상","내과","2015년","1",
"서천군","100~299병상","외과","2015년","3",
"서천군","100~299병상","정형외과","2015년","1",
"서천군","100~299병상","산부인과","2015년","5",
"서천군","100~299병상","피부과","2015년","1",
"서천군","100~299병상","가정의학과","2015년","3",
"서천군","병상있음","외과","2015년","1",
"서천군","병상있음","정형외과","2015년","6",
"서천군","병상있음","산부인과","2015년","1",
"서천군","병상있음","안과","2015년","1",
"서천군","병상있음","이비인후과","2015년","1",
"서천군","병상있음","가정의학과","2015년","1",
"서천군","병상없음","내과","2015년","5",
"서천군","병상없음","정신건강의학과","2015년","1",
"서천군","병상없음","외과","2015년","5",
"서천군","병상없음","마취통증의학과","2015년","1",
"서천군","병상없음","산부인과","2015년","1",
"서천군","병상없음","소아청소년과","2015년","2",
"서천군","병상없음","안과","2015년","1",
"서천군","병상없음","이비인후과","2015년","1",
"서천군","병상없음","비뇨기과","2015년","1",
"서천군","병상없음","재활의학과","2015년","1",
"서천군","병상없음","가정의학과","2015년","1",
"청양군","30~99병상","내과","2015년","1",
"청양군","30~99병상","외과","2015년","1",
"청양군","30~99병상","정형외과","2015년","1",
"청양군","30~99병상","내과","2015년","1",
"청양군","30~99병상","외과","2015년","1",
"청양군","병상있음","외과","2015년","2",
"청양군","병상있음","가정의학과","2015년","1",
"청양군","병상없음","내과","2015년","1",
"청양군","병상없음","외과","2015년","3",
"청양군","병상없음","흉부외과","2015년","1",
"청양군","병상없음","마취통증의학과","2015년","1",
"홍성군","300~499병상","내과","2015년","4",
"홍성군","300~499병상","정신건강의학과","2015년","3",
"홍성군","300~499병상","외과","2015년","1",
"홍성군","300~499병상","정형외과","2015년","2",
"홍성군","300~499병상","신경외과","2015년","1",
"홍성군","300~499병상","마취통증의학과","2015년","2",
"홍성군","300~499병상","산부인과","2015년","2",
"홍성군","300~499병상","소아청소년과","2015년","2",
"홍성군","300~499병상","안과","2015년","1",
"홍성군","300~499병상","이비인후과","2015년","1",
"홍성군","300~499병상","피부과","2015년","1",
"홍성군","300~499병상","비뇨기과","2015년","1",
"홍성군","300~499병상","영상의학과","2015년","2",
"홍성군","300~499병상","진단검사의학과","2015년","1",
"홍성군","300~499병상","재활의학과","2015년","1",
"홍성군","300~499병상","가정의학과","2015년","1",
"홍성군","300~499병상","응급의학과","2015년","4",
"홍성군","300~499병상","직업환경의학과","2015년","1",
"홍성군","30~99병상","정형외과","2015년","1",
"홍성군","100~299병상","신경과","2015년","1",
"홍성군","100~299병상","정신건강의학과","2015년","5",
"홍성군","100~299병상","외과","2015년","3",
"홍성군","100~299병상","정형외과","2015년","1",
"홍성군","100~299병상","신경외과","2015년","1",
"홍성군","100~299병상","산부인과","2015년","1",
"홍성군","병상있음","내과","2015년","1",
"홍성군","병상있음","외과","2015년","5",
"홍성군","병상있음","정형외과","2015년","1",
"홍성군","병상있음","신경외과","2015년","1",
"홍성군","병상있음","산부인과","2015년","1",
"홍성군","병상있음","이비인후과","2015년","3",
"홍성군","병상있음","가정의학과","2015년","1",
"홍성군","병상없음","내과","2015년","9",
"홍성군","병상없음","외과","2015년","2",
"홍성군","병상없음","정형외과","2015년","2",
"홍성군","병상없음","성형외과","2015년","1",
"홍성군","병상없음","마취통증의학과","2015년","2",
"홍성군","병상없음","산부인과","2015년","1",
"홍성군","병상없음","소아청소년과","2015년","4",
"홍성군","병상없음","안과","2015년","3",
"홍성군","병상없음","피부과","2015년","2",
"홍성군","병상없음","비뇨기과","2015년","1",
"홍성군","병상없음","영상의학과","2015년","1",
"홍성군","병상없음","가정의학과","2015년","5",
"예산군","100~299병상","내과","2015년","1",
"예산군","100~299병상","외과","2015년","1",
"예산군","100~299병상","정형외과","2015년","1",
"예산군","100~299병상","신경외과","2015년","1",
"예산군","100~299병상","마취통증의학과","2015년","1",
"예산군","100~299병상","산부인과","2015년","1",
"예산군","100~299병상","영상의학과","2015년","1",
"예산군","100~299병상","진단검사의학과","2015년","1",
"예산군","100~299병상","가정의학과","2015년","1",
"예산군","100병상이상","내과","2015년","2",
"예산군","100병상이상","외과","2015년","1",
"예산군","100병상이상","정형외과","2015년","1",
"예산군","100병상이상","신경외과","2015년","2",
"예산군","100병상이상","마취통증의학과","2015년","1",
"예산군","100병상이상","영상의학과","2015년","1",
"예산군","100병상이상","가정의학과","2015년","1",
"예산군","100병상이상","직업환경의학과","2015년","1",
"예산군","100~299병상","마취통증의학과","2015년","1",
"예산군","병상있음","정신건강의학과","2015년","1",
"예산군","병상있음","외과","2015년","5",
"예산군","병상있음","정형외과","2015년","2",
"예산군","병상있음","흉부외과","2015년","1",
"예산군","병상있음","산부인과","2015년","2",
"예산군","병상있음","안과","2015년","1",
"예산군","병상있음","이비인후과","2015년","1",
"예산군","병상없음","내과","2015년","6",
"예산군","병상없음","외과","2015년","2",
"예산군","병상없음","정형외과","2015년","1",
"예산군","병상없음","마취통증의학과","2015년","1",
"예산군","병상없음","산부인과","2015년","1",
"예산군","병상없음","소아청소년과","2015년","2",
"예산군","병상없음","안과","2015년","2",
"예산군","병상없음","이비인후과","2015년","1",
"예산군","병상없음","비뇨기과","2015년","2",
"예산군","병상없음","영상의학과","2015년","1",
"예산군","병상없음","가정의학과","2015년","4",
"태안군","100~299병상","내과","2015년","1",
"태안군","100~299병상","산부인과","2015년","1",
"태안군","100~299병상","가정의학과","2015년","1",
"태안군","병상있음","외과","2015년","1",
"태안군","병상있음","정형외과","2015년","2",
"태안군","병상있음","신경외과","2015년","1",
"태안군","병상있음","안과","2015년","2",
"태안군","병상없음","내과","2015년","5",
"태안군","병상없음","외과","2015년","2",
"태안군","병상없음","흉부외과","2015년","1",
"태안군","병상없음","마취통증의학과","2015년","1",
"태안군","병상없음","소아청소년과","2015년","1",
"태안군","병상없음","이비인후과","2015년","1",
"태안군","병상없음","비뇨기과","2015년","1",
"태안군","병상없음","가정의학과","2015년","2",
"전북","상급종합","내과","2015년","87",
"전북","상급종합","신경과","2015년","10",
"전북","상급종합","정신건강의학과","2015년","11",
"전북","상급종합","외과","2015년","30",
"전북","상급종합","정형외과","2015년","21",
"전북","상급종합","신경외과","2015년","14",
"전북","상급종합","흉부외과","2015년","10",
"전북","상급종합","성형외과","2015년","7",
"전북","상급종합","마취통증의학과","2015년","17",
"전북","상급종합","산부인과","2015년","15",
"전북","상급종합","소아청소년과","2015년","15",
"전북","상급종합","안과","2015년","11",
"전북","상급종합","이비인후과","2015년","10",
"전북","상급종합","피부과","2015년","6",
"전북","상급종합","비뇨기과","2015년","13",
"전북","상급종합","영상의학과","2015년","22",
"전북","상급종합","방사선종양학과","2015년","5",
"전북","상급종합","병리과","2015년","10",
"전북","상급종합","진단검사의학과","2015년","8",
"전북","상급종합","재활의학과","2015년","9",
"전북","상급종합","핵의학과","2015년","7",
"전북","상급종합","가정의학과","2015년","3",
"전북","상급종합","응급의학과","2015년","9",
"전북","상급종합","직업환경의학과","2015년","1",
"전북","상급종합","예방의학과","2015년","2",
"전북","500병상이상","내과","2015년","32",
"전북","500병상이상","신경과","2015년","4",
"전북","500병상이상","정신건강의학과","2015년","5",
"전북","500병상이상","외과","2015년","12",
"전북","500병상이상","정형외과","2015년","7",
"전북","500병상이상","신경외과","2015년","6",
"전북","500병상이상","흉부외과","2015년","1",
"전북","500병상이상","마취통증의학과","2015년","7",
"전북","500병상이상","산부인과","2015년","6",
"전북","500병상이상","소아청소년과","2015년","6",
"전북","500병상이상","안과","2015년","3",
"전북","500병상이상","이비인후과","2015년","3",
"전북","500병상이상","피부과","2015년","2",
"전북","500병상이상","비뇨기과","2015년","2",
"전북","500병상이상","영상의학과","2015년","8",
"전북","500병상이상","방사선종양학과","2015년","2",
"전북","500병상이상","병리과","2015년","3",
"전북","500병상이상","진단검사의학과","2015년","2",
"전북","500병상이상","재활의학과","2015년","6",
"전북","500병상이상","핵의학과","2015년","2",
"전북","500병상이상","가정의학과","2015년","3",
"전북","500병상이상","응급의학과","2015년","6",
"전북","300~499병상","내과","2015년","7",
"전북","300~499병상","신경과","2015년","3",
"전북","300~499병상","정신건강의학과","2015년","1",
"전북","300~499병상","외과","2015년","2",
"전북","300~499병상","정형외과","2015년","3",
"전북","300~499병상","신경외과","2015년","1",
"전북","300~499병상","흉부외과","2015년","1",
"전북","300~499병상","마취통증의학과","2015년","2",
"전북","300~499병상","산부인과","2015년","3",
"전북","300~499병상","소아청소년과","2015년","1",
"전북","300~499병상","안과","2015년","1",
"전북","300~499병상","이비인후과","2015년","1",
"전북","300~499병상","피부과","2015년","1",
"전북","300~499병상","비뇨기과","2015년","1",
"전북","300~499병상","영상의학과","2015년","2",
"전북","300~499병상","병리과","2015년","1",
"전북","300~499병상","진단검사의학과","2015년","1",
"전북","300~499병상","재활의학과","2015년","2",
"전북","300~499병상","가정의학과","2015년","2",
"전북","300~499병상","응급의학과","2015년","3",
"전북","100~299병상","내과","2015년","44",
"전북","100~299병상","신경과","2015년","7",
"전북","100~299병상","정신건강의학과","2015년","3",
"전북","100~299병상","외과","2015년","16",
"전북","100~299병상","정형외과","2015년","17",
"전북","100~299병상","신경외과","2015년","13",
"전북","100~299병상","흉부외과","2015년","4",
"전북","100~299병상","마취통증의학과","2015년","13",
"전북","100~299병상","산부인과","2015년","9",
"전북","100~299병상","소아청소년과","2015년","5",
"전북","100~299병상","안과","2015년","1",
"전북","100~299병상","이비인후과","2015년","3",
"전북","100~299병상","비뇨기과","2015년","3",
"전북","100~299병상","영상의학과","2015년","14",
"전북","100~299병상","병리과","2015년","2",
"전북","100~299병상","진단검사의학과","2015년","6",
"전북","100~299병상","재활의학과","2015년","4",
"전북","100~299병상","가정의학과","2015년","10",
"전북","100~299병상","응급의학과","2015년","13",
"전북","100~299병상","직업환경의학과","2015년","2",
"전북","100병상이상","내과","2015년","38",
"전북","100병상이상","신경과","2015년","6",
"전북","100병상이상","정신건강의학과","2015년","46",
"전북","100병상이상","외과","2015년","13",
"전북","100병상이상","정형외과","2015년","42",
"전북","100병상이상","신경외과","2015년","13",
"전북","100병상이상","성형외과","2015년","1",
"전북","100병상이상","마취통증의학과","2015년","18",
"전북","100병상이상","산부인과","2015년","4",
"전북","100병상이상","소아청소년과","2015년","4",
"전북","100병상이상","이비인후과","2015년","1",
"전북","100병상이상","비뇨기과","2015년","3",
"전북","100병상이상","영상의학과","2015년","20",
"전북","100병상이상","진단검사의학과","2015년","1",
"전북","100병상이상","재활의학과","2015년","10",
"전북","100병상이상","가정의학과","2015년","13",
"전북","100병상이상","응급의학과","2015년","3",
"전북","100병상이상","직업환경의학과","2015년","2",
"전북","100병상이상","예방의학과","2015년","1",
"전북","30~99병상","내과","2015년","14",
"전북","30~99병상","정신건강의학과","2015년","3",
"전북","30~99병상","외과","2015년","15",
"전북","30~99병상","정형외과","2015년","20",
"전북","30~99병상","신경외과","2015년","10",
"전북","30~99병상","흉부외과","2015년","2",
"전북","30~99병상","성형외과","2015년","3",
"전북","30~99병상","마취통증의학과","2015년","10",
"전북","30~99병상","산부인과","2015년","24",
"전북","30~99병상","소아청소년과","2015년","24",
"전북","30~99병상","피부과","2015년","2",
"전북","30~99병상","비뇨기과","2015년","3",
"전북","30~99병상","영상의학과","2015년","11",
"전북","30~99병상","병리과","2015년","1",
"전북","30~99병상","재활의학과","2015년","4",
"전북","30~99병상","가정의학과","2015년","8",
"전북","30~99병상","응급의학과","2015년","3",
"전북","300병상이상","내과","2015년","13",
"전북","300병상이상","신경과","2015년","4",
"전북","300병상이상","정신건강의학과","2015년","1",
"전북","300병상이상","외과","2015년","11",
"전북","300병상이상","정형외과","2015년","4",
"전북","300병상이상","신경외과","2015년","4",
"전북","300병상이상","흉부외과","2015년","2",
"전북","300병상이상","마취통증의학과","2015년","4",
"전북","300병상이상","산부인과","2015년","10",
"전북","300병상이상","소아청소년과","2015년","1",
"전북","300병상이상","비뇨기과","2015년","1",
"전북","300병상이상","병리과","2015년","1",
"전북","300병상이상","재활의학과","2015년","10",
"전북","300병상이상","가정의학과","2015년","28",
"전북","100~299병상","내과","2015년","11",
"전북","100~299병상","신경과","2015년","1",
"전북","100~299병상","정신건강의학과","2015년","2",
"전북","100~299병상","외과","2015년","21",
"전북","100~299병상","정형외과","2015년","4",
"전북","100~299병상","신경외과","2015년","8",
"전북","100~299병상","흉부외과","2015년","4",
"전북","100~299병상","산부인과","2015년","14",
"전북","100~299병상","소아청소년과","2015년","2",
"전북","100~299병상","비뇨기과","2015년","3",
"전북","100~299병상","영상의학과","2015년","1",
"전북","100~299병상","재활의학과","2015년","8",
"전북","100~299병상","가정의학과","2015년","58",
"전북","30~99병상","내과","2015년","3",
"전북","30~99병상","정신건강의학과","2015년","1",
"전북","30~99병상","외과","2015년","3",
"전북","30~99병상","마취통증의학과","2015년","1",
"전북","30~99병상","산부인과","2015년","2",
"전북","30~99병상","소아청소년과","2015년","1",
"전북","30~99병상","진단검사의학과","2015년","1",
"전북","30~99병상","결핵과","2015년","1",
"전북","30~99병상","가정의학과","2015년","5",
"전북","병상있음","내과","2015년","45",
"전북","병상있음","신경과","2015년","1",
"전북","병상있음","정신건강의학과","2015년","6",
"전북","병상있음","외과","2015년","59",
"전북","병상있음","정형외과","2015년","59",
"전북","병상있음","신경외과","2015년","12",
"전북","병상있음","흉부외과","2015년","2",
"전북","병상있음","성형외과","2015년","1",
"전북","병상있음","마취통증의학과","2015년","12",
"전북","병상있음","산부인과","2015년","66",
"전북","병상있음","소아청소년과","2015년","31",
"전북","병상있음","안과","2015년","43",
"전북","병상있음","이비인후과","2015년","27",
"전북","병상있음","피부과","2015년","2",
"전북","병상있음","비뇨기과","2015년","9",
"전북","병상있음","영상의학과","2015년","7",
"전북","병상있음","진단검사의학과","2015년","1",
"전북","병상있음","가정의학과","2015년","22",
"전북","병상없음","내과","2015년","207",
"전북","병상없음","신경과","2015년","9",
"전북","병상없음","정신건강의학과","2015년","38",
"전북","병상없음","외과","2015년","44",
"전북","병상없음","정형외과","2015년","24",
"전북","병상없음","신경외과","2015년","9",
"전북","병상없음","흉부외과","2015년","9",
"전북","병상없음","성형외과","2015년","14",
"전북","병상없음","마취통증의학과","2015년","53",
"전북","병상없음","산부인과","2015년","31",
"전북","병상없음","소아청소년과","2015년","80",
"전북","병상없음","안과","2015년","35",
"전북","병상없음","이비인후과","2015년","50",
"전북","병상없음","피부과","2015년","38",
"전북","병상없음","비뇨기과","2015년","32",
"전북","병상없음","영상의학과","2015년","25",
"전북","병상없음","병리과","2015년","1",
"전북","병상없음","진단검사의학과","2015년","1",
"전북","병상없음","결핵과","2015년","2",
"전북","병상없음","재활의학과","2015년","11",
"전북","병상없음","핵의학과","2015년","1",
"전북","병상없음","가정의학과","2015년","124",
"전북","병상없음","직업환경의학과","2015년","3",
"전북","병상없음","예방의학과","2015년","1",
"전주시완산구","500병상이상","내과","2015년","32",
"전주시완산구","500병상이상","신경과","2015년","4",
"전주시완산구","500병상이상","정신건강의학과","2015년","5",
"전주시완산구","500병상이상","외과","2015년","12",
"전주시완산구","500병상이상","정형외과","2015년","7",
"전주시완산구","500병상이상","신경외과","2015년","6",
"전주시완산구","500병상이상","흉부외과","2015년","1",
"전주시완산구","500병상이상","마취통증의학과","2015년","7",
"전주시완산구","500병상이상","산부인과","2015년","6",
"전주시완산구","500병상이상","소아청소년과","2015년","6",
"전주시완산구","500병상이상","안과","2015년","3",
"전주시완산구","500병상이상","이비인후과","2015년","3",
"전주시완산구","500병상이상","피부과","2015년","2",
"전주시완산구","500병상이상","비뇨기과","2015년","2",
"전주시완산구","500병상이상","영상의학과","2015년","8",
"전주시완산구","500병상이상","방사선종양학과","2015년","2",
"전주시완산구","500병상이상","병리과","2015년","3",
"전주시완산구","500병상이상","진단검사의학과","2015년","2",
"전주시완산구","500병상이상","재활의학과","2015년","6",
"전주시완산구","500병상이상","핵의학과","2015년","2",
"전주시완산구","500병상이상","가정의학과","2015년","3",
"전주시완산구","500병상이상","응급의학과","2015년","6",
"전주시완산구","100~299병상","내과","2015년","8",
"전주시완산구","100~299병상","신경과","2015년","2",
"전주시완산구","100~299병상","외과","2015년","4",
"전주시완산구","100~299병상","정형외과","2015년","2",
"전주시완산구","100~299병상","신경외과","2015년","2",
"전주시완산구","100~299병상","마취통증의학과","2015년","1",
"전주시완산구","100~299병상","산부인과","2015년","1",
"전주시완산구","100~299병상","소아청소년과","2015년","1",
"전주시완산구","100~299병상","비뇨기과","2015년","1",
"전주시완산구","100~299병상","영상의학과","2015년","1",
"전주시완산구","100~299병상","진단검사의학과","2015년","1",
"전주시완산구","100~299병상","재활의학과","2015년","1",
"전주시완산구","100~299병상","가정의학과","2015년","1",
"전주시완산구","100~299병상","응급의학과","2015년","3",
"전주시완산구","100병상이상","내과","2015년","14",
"전주시완산구","100병상이상","신경과","2015년","3",
"전주시완산구","100병상이상","외과","2015년","5",
"전주시완산구","100병상이상","정형외과","2015년","20",
"전주시완산구","100병상이상","신경외과","2015년","6",
"전주시완산구","100병상이상","마취통증의학과","2015년","9",
"전주시완산구","100병상이상","비뇨기과","2015년","1",
"전주시완산구","100병상이상","영상의학과","2015년","8",
"전주시완산구","100병상이상","재활의학과","2015년","6",
"전주시완산구","100병상이상","가정의학과","2015년","2",
"전주시완산구","100병상이상","직업환경의학과","2015년","1",
"전주시완산구","100병상이상","예방의학과","2015년","1",
"전주시완산구","30~99병상","내과","2015년","3",
"전주시완산구","30~99병상","외과","2015년","7",
"전주시완산구","30~99병상","정형외과","2015년","6",
"전주시완산구","30~99병상","신경외과","2015년","4",
"전주시완산구","30~99병상","마취통증의학과","2015년","2",
"전주시완산구","30~99병상","산부인과","2015년","8",
"전주시완산구","30~99병상","소아청소년과","2015년","16",
"전주시완산구","30~99병상","비뇨기과","2015년","2",
"전주시완산구","30~99병상","영상의학과","2015년","3",
"전주시완산구","30~99병상","재활의학과","2015년","1",
"전주시완산구","30~99병상","가정의학과","2015년","2",
"전주시완산구","300병상이상","내과","2015년","6",
"전주시완산구","300병상이상","신경과","2015년","3",
"전주시완산구","300병상이상","외과","2015년","4",
"전주시완산구","300병상이상","정형외과","2015년","3",
"전주시완산구","300병상이상","신경외과","2015년","2",
"전주시완산구","300병상이상","흉부외과","2015년","1",
"전주시완산구","300병상이상","마취통증의학과","2015년","1",
"전주시완산구","300병상이상","산부인과","2015년","1",
"전주시완산구","300병상이상","재활의학과","2015년","4",
"전주시완산구","300병상이상","가정의학과","2015년","11",
"전주시완산구","100~299병상","내과","2015년","2",
"전주시완산구","100~299병상","정신건강의학과","2015년","1",
"전주시완산구","100~299병상","외과","2015년","4",
"전주시완산구","100~299병상","정형외과","2015년","1",
"전주시완산구","100~299병상","신경외과","2015년","1",
"전주시완산구","100~299병상","흉부외과","2015년","2",
"전주시완산구","100~299병상","산부인과","2015년","3",
"전주시완산구","100~299병상","비뇨기과","2015년","1",
"전주시완산구","100~299병상","재활의학과","2015년","1",
"전주시완산구","100~299병상","가정의학과","2015년","15",
"전주시완산구","병상있음","내과","2015년","15",
"전주시완산구","병상있음","외과","2015년","14",
"전주시완산구","병상있음","정형외과","2015년","8",
"전주시완산구","병상있음","신경외과","2015년","1",
